"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Coelognathus radiatus","Copperhead Racer","三索錦蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Dendrelaphis sp.","Bronze-back","過樹蛇屬","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Elaphe taeniura","Beauty Snake","黑眉錦蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Lycodon aulicus","Common Wolf Snake","白環蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Lycodon futsingensis","Futsing Wolf Snake","福清白環蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Lycodon subcinctus","Banded Wolf Snake","細白環蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Oligodon cinereus","Golden Kukri Snake","紫棕小頭蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Oligodon formosanus","Taiwan Kukri Snake","台灣小頭蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Oreocryptophis porphyracea nigrofasciata","Red Mountain Racer","紫灰錦蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Ptyas korros","Indo-Chinese Rat Snake","灰鼠蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Ptyas major","Greater Green Snake","翠青蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Ptyas mucosus","Common Rat Snake","滑鼠蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Sibynophis chinensis chinensis","Chinese Mountain Snake","黑頭劍蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Bungarus fasciatus","Banded Krait","金環蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Bungarus multicinctus multicinctus","Many-banded Krait","銀環蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis curtus","Hardwicke's Sea Snake","平頦海蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis cyanocinctus","Banded Sea Snake","青環海蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis gracilis","Slender Sea Snake","小頭海蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis ornatus","Ornate Sea Snake","淡灰海蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis platurus","Yellow-bellied Sea Snake","長吻海蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Hydrophis viperinus","Viperine Sea Snake","海蝰","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Naja atra","Chinese Cobra","眼鏡蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Ophiophagus hannah","King Cobra","眼鏡王蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Sinomicrurus macclellandi","Coral Snake","珊瑚蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Elapidae","眼鏡蛇科","Reptiles","爬行動物"
"Enhydris bennettii","Mangrove Water Snake","黑斑水蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Homalopsidae","水蛇科","Reptiles","爬行動物"
"Enhydris chinensis","Chinese Water Snake","中國水蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Homalopsidae","水蛇科","Reptiles","爬行動物"
"Enhydris plumbea","Plumbeous Water Snake","鉛色水蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Homalopsidae","水蛇科","Reptiles","爬行動物"
"Psammodynastes pulverulentus","Mock Viper","紫沙蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Lamprophiidae","鳗形蛇科","Reptiles","爬行動物"
"Amphiesma stolatum","Buff-striped Keelback","草游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Hebius atemporale","Mountain Keelback","無顳鱗游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Hebius boulengeri","White-browed Keelback","白眉游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Opisthotropis andersonii","Anderson's Stream Snake","香港後棱蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Opisthotropis kuatunensis","Striped Stream Snake","掛墩後棱蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Opisthotropis lateralis","Bicoloured Stream Snake","側條後棱蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Rhabdophis nuchalis nuchalis","Groove-necked Keelback","頸槽游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Rhabdophis subminiatus helleri","Red-necked Keelback","紅脖游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Sinonatrix aequifasciata","Diamond-backed Water Snake","環紋游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Sinonatrix percarinata percarinata","Mountain Water Snake","烏游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Trimerodytes balteatus","Banded Stream Snake","橫紋後棱蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Xenochrophis flavipunctatus","Yellow-spotted Keelback","黃斑漁游蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Natricidae",,"Reptiles","爬行動物"
"Pareas chinensis","Chinese Slug Snake","鈍頭蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Pareatidae","鈍頭蛇科","Reptiles","爬行動物"
"Pareas margaritophorus","White-spotted Slug Snake","橫紋鈍頭蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Pareatidae","鈍頭蛇科","Reptiles","爬行動物"
"Python bivittatus","Burmese Python","蟒蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Pythonidae","蚺科","Reptiles","爬行動物"
"Scincella modesta","Slender Forest Skink","寧波滑蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Scincella reevesii","Reeves' Smooth Skink","南滑蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Indotyphlops albiceps","White-headed Blind Snake","白頭盲蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Typhlopidae","盲蛇科","Reptiles","爬行動物"
"Indotyphlops braminus","Common Blind Snake","鈎盲蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Typhlopidae","盲蛇科","Reptiles","爬行動物"
"Indotyphlops lazelli","Hong Kong Blind Snake","香港盲蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Typhlopidae","盲蛇科","Reptiles","爬行動物"
"Ovophis tonkinensis","Tonkin Pit Viper","越南烙鐵頭","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Viperidae","蝰科","Reptiles","爬行動物"
"Protobothrops mucrosquamatus","Pointed-scale Pit Viper","烙鐵頭","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Viperidae","蝰科","Reptiles","爬行動物"
"Trimeresurus albolabris","Bamboo Snake","白唇竹葉青","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Viperidae","蝰科","Reptiles","爬行動物"
"Achalinus rufescens","Rufous Burrowing Snake","棕脊蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Xenodermatidae","閃皮蛇科","Reptiles","爬行動物"
"Cynopterus sphinx","Short-nosed Fruit Bat","短吻果蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Pteropodidae","狐蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Rousettus leschenaultii","Leschenault's Rousette","棕果蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Pteropodidae","狐蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Hipposideros armiger","Himalayan Leaf-nosed Bat","大蹄蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Hipposideridae","蹄蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Hipposideros pomona","Pomona Leaf-nosed Bat","小蹄蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Hipposideridae","蹄蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Rhinolophus affinis","Intermediate Horseshoe Bat","中菊頭蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Rhinolophidae","菊頭蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Rhinolophus pusillus","Least Horseshoe Bat","小菊頭蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Rhinolophidae","菊頭蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Rhinolophus sinicus","Chinese Horseshoe Bat","中華菊頭蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Rhinolophidae","菊頭蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Taphozous melanopogon","Black-bearded Tomb Bat","黑鬚墓蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Emballonuridae","鞘尾蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Chaerephon plicatus","Wrinkle-lipped Free-tailed Bat","皺唇犬吻蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Molossidae","犬吻蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Miniopterus fuliginosus","Common Bent-winged Bat","長翼蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Miniopteridae","長翼蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Miniopterus magnater","Greater Bent-winged Bat","大長翼蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Miniopteridae","長翼蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Miniopterus pusillus","Lesser Bent-winged Bat","南長翼蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Miniopteridae","長翼蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Nyctalus plancyi","Chinese Noctule","中華山蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Tylonycteris fulvida","Lesser Bamboo Bat","扁顱蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Tylonycteris tonkinensis","Greater Bamboo Bat","褐扁顱蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Pipistrellus abramus","Japanese Pipistrelle","東亞家蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Pipistrellus tenuis","Least Pipistrelle","小伏翼","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Pipistrellus sp.1",,,"Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Hypsugo pulveratus","Chinese Pipistrelle","灰伏翼","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Eptesicus pachyomus","Serotine","大棕蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Scotophilus kuhlii","Lesser Yellow Bat","中黃蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Myotis chinensis","Chinese Myotis","中華鼠耳蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Myotis horsfieldii","Horsfield's Myotis","霍氏鼠耳蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Myotis muricola","Whiskered Myotis","喜山鼠耳蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Myotis pilosus","Rickett's Big-footed Myotis","大足鼠耳蝠","Chordata","脊索動物門","Mammalia","獸綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Terrestrial Mammals","陸棲哺乳動物"
"Bos taurus","Domestic Ox","黃牛","Chordata","脊索動物門","Mammalia","獸綱","Artiodactyla","偶蹄目","Bovidae","洞角科","Terrestrial Mammals","陸棲哺乳動物"
"Bubalus bubalis","Domestic Water Buffalo","水牛","Chordata","脊索動物門","Mammalia","獸綱","Artiodactyla","偶蹄目","Bovidae","洞角科","Terrestrial Mammals","陸棲哺乳動物"
"Muntiacus muntjak","Red Muntjac","赤麂","Chordata","脊索動物門","Mammalia","獸綱","Artiodactyla","偶蹄目","Cervidae","鹿科","Terrestrial Mammals","陸棲哺乳動物"
"Sus scrofa","Eurasian Wild Pig","野豬","Chordata","脊索動物門","Mammalia","獸綱","Artiodactyla","偶蹄目","Suidae","豬科","Terrestrial Mammals","陸棲哺乳動物"
"Canis lupus familiaris","Domestic Dog","野狗","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Canidae","犬科","Terrestrial Mammals","陸棲哺乳動物"
"Felis catus","Domestic Cat","野貓","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Felidae","貓科","Terrestrial Mammals","陸棲哺乳動物"
"Prionailurus bengalensis","Leopard Cat","豹貓","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Felidae","貓科","Terrestrial Mammals","陸棲哺乳動物"
"Herpestes javanicus","Small Asian Mongoose","紅頰獴","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Herpestidae","獴科","Terrestrial Mammals","陸棲哺乳動物"
"Herpestes urva","Crab-eating Mongoose","食蟹獴","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Herpestidae","獴科","Terrestrial Mammals","陸棲哺乳動物"
"Lutra lutra","Eurasian Otter","歐亞水獺","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Mustelidae","鼬科","Terrestrial Mammals","陸棲哺乳動物"
"Melogale moschata","Small-toothed Ferret Badger","鼬獾","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Mustelidae","鼬科","Terrestrial Mammals","陸棲哺乳動物"
"Mustela kathiah","Yellow-bellied Weasel","黃腹鼬","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Mustelidae","鼬科","Terrestrial Mammals","陸棲哺乳動物"
"Paguma larvata","Masked Palm Civet","果子狸","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Viverridae","靈貓科","Terrestrial Mammals","陸棲哺乳動物"
"Viverricula indica","Small Indian Civet","小靈貓","Chordata","脊索動物門","Mammalia","獸綱","Carnivora","食肉目","Viverridae","靈貓科","Terrestrial Mammals","陸棲哺乳動物"
"Manis pentadactyla","Chinese Pangolin","穿山甲","Chordata","脊索動物門","Mammalia","獸綱","Pholidota","鱗甲目","Manidae","穿山甲科","Terrestrial Mammals","陸棲哺乳動物"
"Macaca fascicularis","Longtailed Macaque","長尾獼猴","Chordata","脊索動物門","Mammalia","獸綱","Primates","靈長目","Cercopithecidae","猴科","Terrestrial Mammals","陸棲哺乳動物"
"Macaca mulatta","Rhesus Macaque","獼猴","Chordata","脊索動物門","Mammalia","獸綱","Primates","靈長目","Cercopithecidae","猴科","Terrestrial Mammals","陸棲哺乳動物"
"Hystrix brachyura","East Asian Porcupine","東亞豪豬","Chordata","脊索動物門","Mammalia","獸綱","Rodentia","齧齒目","Hystricidae","豪豬科","Terrestrial Mammals","陸棲哺乳動物"
"Bandicota indica","Greater Bandicoot Rat","板齒鼠","Chordata","脊索動物門","Mammalia","獸綱","Rodentia","齧齒目","Muridae","鼠科","Terrestrial Mammals","陸棲哺乳動物"
