"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Acanthopagrus latus","Yellowfin Seabream","黃鰭棘鯛","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sparidae","鯛科","Freshwater Fish","淡水魚"
"Acanthopagrus pacificus","Pacific Seabream",,"Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sparidae","鯛科","Freshwater Fish","淡水魚"
"Acanthopagrus schlegelii","Blackhead Seabream","黑棘鯛","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sparidae","鯛科","Freshwater Fish","淡水魚"
"Pagrus major","Red Seabream","真赤鯛","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sparidae","鯛科","Freshwater Fish","淡水魚"
"Rhabdosargus sarba","Goldlined Seabream","金絲鱲","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sparidae","鯛科","Freshwater Fish","淡水魚"
"Collichthys lucidus","Lion Head Croaker","棘頭梅童魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sciaenidae","石首魚科","Freshwater Fish","淡水魚"
"Sillago japonica","Japanese Sillago","少鱗鱚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sillaginidae","鱚科","Freshwater Fish","淡水魚"
"Sillago sihama","Silver Sillago","多鱗鱚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Sillaginidae","鱚科","Freshwater Fish","淡水魚"
"Monodactylus argenteus","Silver Moony","銀大眼鯧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Monodactylidae","大眼鯧科","Freshwater Fish","淡水魚"
"Hemichromis fasciatus","Banded Jewelfish","條紋伴麗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Hemichromis stellifer","Jewelfish","星點伴麗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Melanochromis auratus","Malawi Golden Cichlid","縱帶黑麗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Oreochromis mossambicus","Mozambique Tilapia","莫桑比克口孵非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Oreochromis niloticus","Nile Tilapia","尼羅口孵非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Coelotilapia joka",,"喬克非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Heterotilapia buttikoferi","Zebra Tilapia","布氏非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Coptodon zillii","Redbelly Tilapia","齊氏非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Pelmatolapia mariae","Spotted Tilapia","點非鯽","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Vieja fenestrata",,"馬頭副尼麗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Freshwater Fish","淡水魚"
"Rhynchopelates oxyrhynchus","Sharpbeak Terapon","突吻鯻","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Terapontidae","鯻科","Freshwater Fish","淡水魚"
"Terapon jarbua","Jarbua Terapon","細鱗鯻","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Terapontidae","鯻科","Freshwater Fish","淡水魚"
"Kuhlia marginata","Dark-margined Flagtail","黑邊湯鯉","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Kuhliidae","湯鯉科","Freshwater Fish","淡水魚"
"Kuhlia rupestris","Rock Flagtail","大口湯鯉","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Kuhliidae","湯鯉科","Freshwater Fish","淡水魚"
"Omobranchus fasciolatoceps","Flesh-crested Blenny","斑頭肩鰓䲁","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Blenniidae","䲁科","Freshwater Fish","淡水魚"
"Omobranchus ferox","Gossamer Blenny","猛肩鰓䲁","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Blenniidae","䲁科","Freshwater Fish","淡水魚"
"Omobranchus punctatus","Muzzled Blenny","斑點肩鰓鳚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Blenniidae","䲁科","Freshwater Fish","淡水魚"
"Rhyacichthys aspro","Loach Goby","溪鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Rhyacichthyidae","溪鱧科","Freshwater Fish","淡水魚"
"Bostrychus sinensis","Four-eyed Sleeper","中華烏塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Butis koilomatodon","Mud Sleeper","鋸嵴塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Butis melanostigma","Black-spotted Gudgeon","黑點嵴塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Eleotris acanthopoma","Spinecheek Gudgeon","刺蓋塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Eleotris fusca","Dusky Sleeper","褐塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Eleotris melanosoma","Black Sleeper","黑體塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Eleotris oxycephala","Sharphead Sleeper","尖頭塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Giuris margaritacea","Snakehead Gudgeon","珍珠塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Hypseleotris cyprinoides","Tropical Carp-gudgeon","似鯉黃黝魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Oxyeleotris marmorata","Marble Goby","雲斑尖塘鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Freshwater Fish","淡水魚"
"Acanthogobius flavimanus","Yellowfin Goby","黃鰭刺鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Acentrogobius caninus","Tropical Sand Goby","犬牙細棘鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Acentrogobius pflaumii","Striped Sandgoby","普氏細棘鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Acentrogobius viridipunctatus","Spotted Green Goby","青斑細棘鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Amblygobius phalaena","Banded Goby","尾斑鈍鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Awaous melanocephalus","Largesnout Goby","黑首阿胡鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Bathygobius fuscus","Dusky Frillgoby","深鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Bathygobius meggitti","Meggitt's Goby","香港深鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Boleophthalmus pectinirostris","Great Blue Spotted Mudskipper","大彈塗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Drombus sp.1","Mud Goby","捷蝦虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Favonigobius gymnauchen","Sharp-nosed Sand Goby","裸項蜂巢鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Favonigobius reichei","Indo-pacific Tropical Sand Goby","賴氏蜂巢鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Glossogobius giuris","Fork Tongue Goby","舌鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Glossogobius olivaceus","Spotty Band Goby","斑紋舌鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Gobiopterus macrolepis",,"大鱗鰭鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Hemigobius crassa",,"厚身半鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Luciogobius guttatus","Flat-headed Goby","竿鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mangarinus waterousi",,"芒鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mugilogobius abei","Estuarine Goby","阿部鯔鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mugilogobius chulae","Yellowstripe Goby","諸氏鯔鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mugilogobius myxodermus",,"粘皮鯔鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mugilogobius sp.1",,,"Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Mugilogobius sp.2",,,"Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Oligolepis acutipennis","Sharptail Goby","尖鰭寡鱗鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Pandaka bipunctata","Two-spotted Dwarf Goby","雙斑矮蝦虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Periophthalmus magnuspinnatus",,"大鰭彈塗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Periophthalmus modestus","Shuttles Hoppfish","彈塗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Psammogobius biocellatus","Sleepy Goby","雙斑砂鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Pseudogobius javanicus","Javanese Fatnose Goby","爪哇擬鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Pseudogobius taijiangensis",,"台江擬鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Redigobius bikolanus","Speckled Goby","斑紋雷鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Redigobius sp.1",,,"Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Rhinogobius duospilus",,"溪吻鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Rhinogobius leavelli",,"李氏吻鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Rhinogobius similis","Barcheek Goby","子陵吻鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Scartelaos histophorus","Walking Goby","青彈塗魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Sicyopterus longifilis","Threadfin Goby","長絲瓢鰭鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Stiphodon atropurpureus",,"紫身枝牙鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Stiphodon imperiorientis",,"明仁枝牙鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Stiphodon multisquamus",,"多鱗枝牙鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Stiphodon percnopterygionus",,"黑鰭枝牙鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Synechogobius ommaturus","Asian Freshwater Goby","斑尾复鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Taenioides cirratus","Purple Eel Goby","鬚鰻鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Tridentiger bifasciatus","Shimofuri Goby","雙帶縞鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Tridentiger nudicervicus",,"裸項縞鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Tridentiger trigonocephalus","Chameleon Goby","紋縞鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Wuhanlinigobius polylepis",,"多鱗伍氏鰕虎魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Gobiidae","鰕虎魚科","Freshwater Fish","淡水魚"
"Scatophagus argus","Spotted Scat","金錢魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Scatophagidae","金錢魚科","Freshwater Fish","淡水魚"
"Siganus canaliculatus","White-spotted Rabbit Fish","長鰭籃子魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Siganidae","籃子魚科","Freshwater Fish","淡水魚"
"Siganus fuscescens","Mottled Spinefoot","褐籃子魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Siganidae","籃子魚科","Freshwater Fish","淡水魚"
"Siganus guttatus","Orange-spotted Spinefoot","星籃子魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Siganidae","籃子魚科","Freshwater Fish","淡水魚"
"Anabas testudineus","Climbing Perch","攀鱸","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Anabantidae","攀鱸科","Freshwater Fish","淡水魚"
"Macropodus hongkongensis","Hong Kong Paradise Fish","香港鬥魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Osphronemidae","絲足鱸科","Freshwater Fish","淡水魚"
"Macropodus opercularis","Paradise Fish","叉尾鬥魚","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Osphronemidae","絲足鱸科","Freshwater Fish","淡水魚"
"Channa asiatica","Small Snakehead","月鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Freshwater Fish","淡水魚"
"Channa gachua","Dwarf Snakehead","緣鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Freshwater Fish","淡水魚"
"Channa maculata","Blotched Snakehead","斑鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Freshwater Fish","淡水魚"
"Channa striata","Snakehead Murrel","線鱧","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Freshwater Fish","淡水魚"
"Paralichthys olivaceus","Bastard Halibut","牙鮃","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Pleuronectiformes","鰈形目","Paralichthyidae","牙鮃科","Freshwater Fish","淡水魚"
"Monacanthus chinensis","Fan-bellied Leatherjacket","中華單角魨","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Tetraodontiformes","魨形目","Monacanthidae","單角魨科","Freshwater Fish","淡水魚"
"Takifugu alboplumbeus",,"鉛點東方魨","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Tetraodontiformes","魨形目","Tetraodontidae","魨科","Freshwater Fish","淡水魚"
"Takifugu niphobles","Snowy Puffer","星點多紀魨","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Tetraodontiformes","魨形目","Tetraodontidae","魨科","Freshwater Fish","淡水魚"
"Takifugu ocellatus","Eclipse Puffer","弓斑多紀魨","Chordata","脊索動物門","Actinopterygii","輻鰭魚綱","Tetraodontiformes","魨形目","Tetraodontidae","魨科","Freshwater Fish","淡水魚"
"Caretta caretta","Loggerhead Turtle","蠵龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Cheloniidae","海龜科","Reptiles","爬行動物"
"Chelonia mydas","Green Turtle","綠海龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Cheloniidae","海龜科","Reptiles","爬行動物"
"Eretmochelys imbricata","Hawksbill Turtle","玳瑁","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Cheloniidae","海龜科","Reptiles","爬行動物"
"Lepidochelys olivacea","Olive Ridley Turtle","太平洋麗龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Cheloniidae","海龜科","Reptiles","爬行動物"
"Dermochelys coriacea","Leatherback Turtle","棱皮龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Dermochelyidae","棱皮龜科","Reptiles","爬行動物"
"Trachemys scripta elegans","Red-eared Slider","巴西龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Emydidae","龜科","Reptiles","爬行動物"
"Cuora trifasciata","Three-banded Box Turtle","三線閉殼龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Geoemydidae","地龜科","Reptiles","爬行動物"
"Mauremys reevesii","Reeves' Turtle","烏龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Geoemydidae","地龜科","Reptiles","爬行動物"
"Sacalia bealei","Beale's Turtle","眼斑水龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Geoemydidae","地龜科","Reptiles","爬行動物"
"Platysternon megacephalum","Big-headed Turtle","平胸龜","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Platysternidae","平胸龜科","Reptiles","爬行動物"
"Palea steindachneri","Wattle-necked Soft-shelled Turtle","山瑞鱉","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Trionychidae","鱉科","Reptiles","爬行動物"
"Pelodiscus sinensis","Chinese Soft-shelled Turtle","鱉","Chordata","脊索動物門","Reptilia","爬行綱","Testudines","龜鱉目","Trionychidae","鱉科","Reptiles","爬行動物"
"Calotes mystaceus","Indo-Chinese Forest Lizard","白唇樹蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Agamidae","鬣蜥科","Reptiles","爬行動物"
"Calotes versicolor","Changeable Lizard","變色樹蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Agamidae","鬣蜥科","Reptiles","爬行動物"
"Physignathus cocincinus","Chinese Water Dragon","中國水龍","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Agamidae","鬣蜥科","Reptiles","爬行動物"
"Dibamus bogadeki","Bogadek's Burrowing Lizard","香港雙足蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Dibamidae","雙足蜥科","Reptiles","爬行動物"
"Gehyra mutilata","Four-clawed Gecko","截趾虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Gekko chinensis","Chinese Gecko","壁虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Gekko gecko","Tokay Gecko","大壁虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Hemidactylus bowringii","Bowring's Gecko","原尾蜥虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Hemidactylus brookii","Brook's Gecko","密疣蜥虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Hemidactylus frenatus","House Gecko","疣尾蜥虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Hemidactylus garnotii","Garnot's Gecko","鋸尾蜥虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Hemiphyllodactylus hongkongensis","Hong Kong Tree Gecko","香港半葉趾虎","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Gekkonidae","壁虎科","Reptiles","爬行動物"
"Takydromus sexlineatus ocellatus","Grass Lizard","南草蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Lacertidae","蜥蝪科","Reptiles","爬行動物"
"Ateuchosaurus chinensis","Chinese Forest Skink","光蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Eutropis longicaudata","Long-tailed Skink","長尾南蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Plestiodon chinensis chinensis","Chinese Skink","石龍子","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Plestiodon elegans","Five-striped Blue-tailed Skink","藍尾石龍子","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Plestiodon quadrilineatus","Blue-tailed Skink","四線石龍子","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Plestiodon tamdaoensis","Vietnamese Five-lined Skink","越南五線石龍子","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Sphenomorphus incognitus","Brown Forest Skink","股鱗蜓蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Sphenomorphus indicus","Indian Forest Skink","銅蜓蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Tropidophorus sinicus","Chinese Waterside Skink","棱蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Scincidae","石龍子科","Reptiles","爬行動物"
"Varanus salvator","Common Water Monitor","巨蜥","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Varanidae","巨蜥科","Reptiles","爬行動物"
"Calamaria septentrionalis","Northern Reed Snake","鈍尾兩頭蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Calamariidae",,"Reptiles","爬行動物"
"Ahaetulla prasina","Jade Vine Snake","綠瘦蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
"Boiga multomaculata","Large-spotted Cat Snake","繁花林蛇","Chordata","脊索動物門","Reptilia","爬行綱","Squamata","有鱗目","Colubridae","游蛇科","Reptiles","爬行動物"
